TxHashId,Fee
6c460df079750c6cc606fedb64603c3b11f0e76636f8e395e7650a0948a62a6e,0.0014454 BTC
134f47fa1f6f9349270057fbe01e60ceccf0e6fc62f7753ac55a573c869b5f06,0.0009454 BTC
a3476ba1b1ead1f9d1ce3395b029e721b79aa18d41f2b208e193bec84573e518,0.0014454 BTC
76e0d33b274ddd1565bf6fa6927a571b9797b6eefc0ae33050675b03de9a6a70,0.0039454 BTC
422d0f1ff924d1bed90c9fce84f07caa221a39356c6fe556c7aeff6f5797b008,0.0011954 BTC
9196304ba645a47c09409a9a52eb78c11eb201d1b00b8142ca2daeea30ef0e44,0.0009454 BTC
31b765109c95f813daa45399bb1009358c59305b3560bedc188a9b4c115c0b47,0.0009454 BTC
bf1bdbe3c42c39d2b69c08bf213df0fa5790941fa384f80695e41d1447ac7b44,0.0016954 BTC
59bd3fd1ca2d5840379113e485fb2bdeb08dc8dcb90cc39db1632305ad275adc,0.0011954 BTC
3c748c4afc92c2277e5ec82dacca278b9cc90b3210a971fa0ca8cb8ef9c523de,0.0016954 BTC
cecc246c885f90e7f6d1f2bd1ceaf87fddbe84b3e35b076aeae38f240ed78b5b,0.0006954 BTC
a1d73493b5d06047256d0f3b8bdc2a46b67d5ddbeef95782a23431c3ba656f09,0.0011954 BTC
2b004d378f34e2fed235667ed35ada572a52f3f7252f75ffdf0c26b4d29a098f,0.0011954 BTC
fcf4d27a179a98ca4b20478b6cd1ea2b2cf4b21ef678d37c8c6219ae6f20aa63,0.0016954 BTC
8219eb508204e2a01d8c80a7cf81354e810906ea5ba10b638c8d589abefc058a,0.0013908 BTC
5aea94ca46f1782bcc99302902ed9cd9c710c89246fc29b519f2c732207f6f4f,0.0011408 BTC
da0c65a5e4a2c7351d9f5c4b95cf5774ff6f2e07b96290e576cd7fcaeea4214e,0.0014454 BTC
3bd0b4f848e45a064ad4b66804e9c89ec77170264ab60ca10788e39936bd89ca,0.0011954 BTC
d72367f9fc74fb8112f8c69b3c0c788db1462f9386038ba0297cab063c54f7c6,0.0016954 BTC
ba9fa0f70cfe80a8efd472e788c0e04340c1e1b8fab453a65023fbd155c693ab,0.0011954 BTC
d493a94d54d0322556b31da20331f1a71abefa1f6b07796600957ee959471df9,0.0006954 BTC
dae5b0d70fa330444b26bd5360899ff1badf5290445e9dce649ef2b629bad69d,0.0016954 BTC
f9b9052e3fffbc71322850f8c7606339f7897a036d965251be299821ab74cc73,0.0009454 BTC
0a845a3b03f1b5be8406a554ad7a81e9fe5d12b51b95318dc9add5fe59272398,0.0009454 BTC
d48ed25c47734695b4a9a444985af8117b60bce582de2e982b7aa16681178d7a,0.0014454 BTC
b0f21b272cbebe433ef068462d5abbb38ce834304ab2596552c8e5c0b819b8df,0.0016954 BTC
7c5b888fc409161bb04e174e128820cb6fc6d39c1065532480aee4b1f3864fdc,0.0021408 BTC
9412ef94d651331cb1cce5c3217a5df3a7ae76c02ef834f30d6ce48937c07c29,0.0009454 BTC
d5c0f79db2de6edf348a0a94edcc587bd3c9debc7c68f9e79e7d36b5be9e9cd5,0.0009454 BTC
be9a3155cba502651e071f30870d12f29b47bcc54b4a02aa55cfc4b2d189a73e,0.0016954 BTC
5034c6514cae9eef11e97c8717042a8a0bd1631f477f2f63de4bc15763749281,0.0014454 BTC
ec16767b51c9fcbcc19b9f08d6d8593c1fa11c75491853afd2f39e553f467f4d,0.0016954 BTC
6e3e94e78f000543393e26da6cbea6b6efba05dcb0fef7f39f083c21187964fc,0.0021408 BTC
1ee90f2271ca8fdad2502f769249b5ac164ef438078b75a876d3e0a457ef907c,0.0009454 BTC
581d575bd9dcf0f6c47d7e4e4c736579bba6c1c11d98c28bc446a333fc470034,0.0009454 BTC
dbe1ac3bf4b51fe39573b48029a864276d09745141b3746bf740f0ffd5079ee1,0.0011954 BTC
ba2fd05d093c07f9b46cb0920e4eb311272df694f5bc55bc3c14b497b1d0cb5c,0.0016954 BTC
b5e56ad1f2be374f635a9034a21dee9cfefa53bc9cdf229a61d5ed657b96ad5f,0.0011954 BTC
1bde7cb49c1638a3dabc8ca5b33a497d3948d9fb561edbf0c777535070d864b4,0.0016954 BTC
fe1c730f2a65a910b05c864269a6a60b7f5954f153a1101c16c60c6e2d87bb9e,0.0011954 BTC
5f339668440c37168d553bb289b8a52b8ccfe0dadcd1ad1423bf740bb6673ca1,0.0016954 BTC
af3d1c16e577a273c4e95d76d79cb8bf6b9654711bc96d8c541384787726567c,0.0009454 BTC
a9d0a57ff158b82fe8fcb4db1b1cd42f492f1bdcc01d1dc5cf8635bbe339396d,0.0011954 BTC
c558c1de7398e89081530bd06b6bdf6141438ffbb0e2d9d8df63f0b9e202bb97,0.0024454 BTC
db980ac54083aa4654ceed6a8c8de80e250c06e17df6764cd811a1c07d65e90e,0.0006954 BTC
ac1e898373f00bcdc51a98f824cb8b6ac930b904ffe7fc2d8bcef8533e4d3c93,0.0011954 BTC
1d963ad07c75f1fb26d4060b48941f28f0336c3fa0eb202e6c2874b41781078f,0.0016954 BTC
e745fffaa9a9f3344703fd0755106008c302e1f9e7c6bebf668113a5ca4edadb,0.0009454 BTC
7ff49bc97f99f2e12c053fcec9d1320b335fca65b6d4f708e11d04bd696a3551,0.0016954 BTC
3e800d5dd7b7a435539141abd7612ef55acc4b882494d7ffb64d893b47ffb211,0.0009454 BTC
393b57f8221d61b6755bb1eafa81c37799dd414c506cb4350f6adb897a493698,0.0021954 BTC
b082291522b0229e6fcb6185d8e845bf1ff22be5f690cc818fcbd0794960ba3f,0.0009454 BTC
ada93a9c200a8bbf10af0b4469bb67457a6956afb3ba88a997918ec9a8edff95,0.0016954 BTC
df2f28fbbfaf0163636985043b16f0cc4c46e671fb31ca03461abcc8b73dce9c,0.0009454 BTC
a4dd682c15fe568d8df84d68cf7146422a75fdd5d8848a93633bd702259782a3,0.0014454 BTC
604511fd1f6a414b4d826fe40f5d7f714116f65860b9b296bcf386c92bb84657,0.0011954 BTC
dac81e1c7d53fa41d769e9ab6705ab7aaa829f2e8ad98094743bf76fc33baa5f,0.0016954 BTC
d647fc3590e6cf3ae2582622de3711c4b53932aaaf384cc8924ce4733f99af9f,0.0009454 BTC
124c4a7dbac51fdead0d46ac79375dbdf553293b4b09c8a8427842503f689ea5,0.0014454 BTC
dcabae5557fc97ffa90aa2ffd266971576e63c5e85dc6eaee9b81dc2121dd401,0.0009454 BTC
f6b0b504ed49621f32a0441bca131fbd901f759fd68c85d6f66742d9f7d5f36c,0.0019454 BTC
50ee5e4cf1faa42c52bc216283b817ebe7d7f2396ee9b38da359dbe1c4104a5b,0.0014454 BTC
4d6ad523aba387d42d4cd7c08da3b4479a3ec5b55a4eacb532d54ce707b43848,0.0011954 BTC
94a947be51fad35a4799d24607feb657f06a59421ccd2bdccb78bb0dc42c8f08,0.0014454 BTC
a6f8bd5c5f8b632d9b5caf8e134e1b9df808f791bbe352666c9eb6927169071a,0.0018908 BTC
35216b2e6356ba44ef64def3affc030906b5c72de00d9fa799b6610622a97297,0.0019454 BTC
2586293bb453446574587399d7f81c2e1919c011af1220b3823ab66fd4952ec1,0.0014454 BTC
6f53f947be8bd171831b72569680608982bbfe2258a895f2d51aeb78eb9b1e4d,0.0021954 BTC
bd241e626fc3c48cdba14df84f9bb4b55d51fb2815d0fda2bc92725a0d1da9c6,0.0009454 BTC
a52371cbebf4e13541be936c2085d9842c07bdf2c961d911fc6e6912cce87cf1,0.0014454 BTC
d208bd853efce21246ef76da68c961b7d8f4ce1eabae704237612d50fbb750f2,0.0009454 BTC
2a92c9a4ff1c3b02a8bcd16c93d7368c6296be530168390079533e0e024b4286,0.0014454 BTC
4cf24cc78a6c0deb400d25c83f140d0ebc6c38c666b0a3b3b51ca6b67414cc6d,0.0011954 BTC
98b1d1045b0d5a811e4b8669227baf40bf2d398a1e3f68ab43f6899f1c07f44c,0.0014454 BTC
157ccdfb8a5cc8b2d2b2831078ff66aeda1457d07027f0e4472a99ddb57cb542,0.0009454 BTC
22e39594d1394c1c323b0643413ab7d8d6315ad4b441b6e68b3cf9e8d43e929c,0.0014454 BTC
2591eb3f2897bd04a4d665c60e3dd49a61abed159dca58c05b1002a722b7f998,0.0009454 BTC
0b75aff6979687738a51a9f43a2cdf4b8d5bd40ab103556a7da85b4cbcd0d82b,0.0019454 BTC
4d990ba87ab24115a016578b8f1754119e136dcec4752831defb532f4c2f9185,0.0006954 BTC
460274f578f999837c788ac4f032252341cd65fc8be823d98807f8d609800da4,0.0011954 BTC
b538c77fb92b1d7d76b6c408ef14fd97da8a3aee8b6c07adad67abc52cf34d4d,0.0014454 BTC
b01aea8357ac2af62074870f86b4a9826583b88a67d747250c37b00bd3f009fa,0.0021954 BTC
8ff4ca518aba5735794f427173c8ead9821d0e35717d151f5c71e87a78156b5d,0.0011954 BTC
3c93e5d0cf2d6db9857b5b49e2a4be41f3dd5d66c14b4f8e13dbb7ef9696dbc8,0.0016954 BTC
f8b3c5416a1cafa93d7975f9bea7658ee761f0e811a3a53b985a2eb02e84abd2,0.0011954 BTC
12380d4e9b9173d6285741e1ad457f8075f8e3665476d64a28e29e5cc4aacb90,0.0023908 BTC
3f82f900e3b7ae27ae0015f8ce55a76827113417f5d3827b881627847eed062f,0.0011954 BTC
b30e299984a6aeb31242d1924ad33c3cd804b50e2fbbd839f864a77ee7b4e561,0.0016954 BTC
0fe39e866b5ba1042df05c2791c043b13f1edf7ba83944ac1e5aa869632d3b04,0.0011408 BTC
e4f84236fed3abb8cb206c63a904f3f55254d701cb660ca76eae2249f2ccc2ea,0.0011408 BTC
74f2274b283f61eb8192236381d0bb2edc5dfb98b099a41914563da0214d0ea9,0.0011954 BTC
6ec5aa6c3239d410d185923fb6f6490a204a1b845c468636b95e5c5d03794bd7,0.0016408 BTC
4a0a4d4d339d1dacd7f2cbfac815b7ab96c8e0d5012c7e7e1fdb320228b45d54,0.0013908 BTC
7d8b7318c9c2053c7dca6cdbd309d7e516000bdff33da30bf99d5aed5a2b4e6a,0.0018908 BTC
b935f22383b25a642cd4c7b1809302f769f777a9f440cbdbdbfef8d31effb70d,0.0013908 BTC
51161096d8b921b55e03f0fcbfd6491635c391b75c6a343dcc99cb4d24f9dfc4,0.0016408 BTC
f4f7a46039a418d8cccf7fc281b75901d990acc138a0b5e236e028324501fc02,0.0013908 BTC
e026d78a5a11d39113560f64939768a7f7030faaecff082107ae23fc26b03eb9,0.0013908 BTC
8df5cc3612937a97aeca3c092d8823dbec1c3a9681d1f1cedecbd0947c0ffafb,0.0011954 BTC
4a91d2a7b69a7e5d21dbac46e45838c63a4f4026c9a02de00765b8a7fb1468fb,0.0016954 BTC
dd10786ceddacc726c6f9b2986b2b1109c74522d38b34e629b99b62ffbb1577c,0.0011954 BTC
86a1d7f3e5ee6bea55fd6aaa32feaeedeee81c1bd3f7796c6239c9bd2d0ba3ff,0.0021954 BTC
5675b853fcb665bd0ed92237f067b64d1fdc8d99dfc6181c905b798fca16057d,0.0011954 BTC
e1395c38b4b0f82a5fe143c8cbe657af5bc434ed670eb1bcfc9f8731f8d6ff8f,0.0021954 BTC
5fecf06501f8899bafee7f5f9a043c9eb81a5eb7d8db4e179d6a219914adc4ad,0.0011954 BTC
2499e4751599216d543d3eb5150897143534be6c0da2d90ed60458ef6cf58ec3,0.0011408 BTC
6cc6cefc8a448e139de598ef72175245d5f882954e5bfd09bb1ee583509cc240,0.0028908 BTC
28c38368e70a18e9ceabfc829cf87399c9895ba4986ed4ff94ff95deb7367f3c,0.0011408 BTC
5f47f5435bff11b832b2c52f799bb919905438fd9045e49b58f3595002fb98a8,0.0019454 BTC
574afed45d3ddb9e2cc87c56ab76671c07efd139bd7cce0776fa6a7b8f51f0a5,0.0011408 BTC
a576459145b78bfe3a41efea442fac577b481883c95e6b1ca8a0308efd85d871,0.0013908 BTC
5fba7943848b09bd1fefadc79a6ed0ab2a2dd4a641a10d44b6a582fbc845acaa,0.0011408 BTC
0256ea8aee848b4a392800e767c61ec9d651fce40e14ffbf1fff81a12a7d1fa4,0.0013908 BTC
570b9c84d657a20b73736fb5a97d56ed05f79cb4d62d4bf19c7c9ea86665afc2,0.0011408 BTC
92e90153edb2e456e0b417a1312aa9386c44ff1c43e420a11984d56bdbd0f851,0.0013908 BTC
bf86a9ada1b090a9c140813dccf9b4e4bf0caaac2e1d5c7a8f9f77a692d26553,0.009155 BTC
b98425f34df512c69d4e2f8c703326ad8d02dc219cdb405a534eac0c951f581d,0.0019454 BTC
2194fab30d1a5b3dceb91419f70374e66a482adf94ea07a115ef4af72553054b,0.0019454 BTC
586cecd8f0f5199ad95dec6d4cadef693b67e7dd598978334cf0e93d2fa7fc33,0.0014454 BTC
8ea907e5c43dfcac1800621435d5573fc272b6eac8c5aaee7b56e957e6ded6a7,0.0031954 BTC
2e484271d3b36efb1614fbae3a7a0d2a4395123d0af7cf66eeb7e42a48faeb77,0.0011954 BTC
e1fc1e123748152729302e1164130346aa65327da51a5a3281eb1c75028b89db,0.0011954 BTC
55c4d8e5e6c1f41babf7cc220b66a9326dfd9ce4fbb25779f04bf09fc0bd1b7e,0.0011954 BTC
7ee9a6167156d891588a90027a6c55dabb630c5e9d466d4054bdd2a62fafed2c,0.0031954 BTC
7bfb08393adbca5152bf47f497cc35633f832a436f96045dcc41098ee748d0db,0.0013908 BTC
aa4d8600f528ae7f4527077af204541c1e302990c855e5b7c03cf8f67ba9ec7c,0.0014454 BTC
25eee97fa862fb781f33bc9ed89fd9f8401ff524e26bc38c06ae1b70aff75605,0.0019454 BTC
03b32e9519577c5b70e9854c1db9b4549e80cc7f4107f318bfd7f83cbcf70306,0.0019454 BTC
cad0a2c00daecb251060072eaeb74fa5cfbec2e2be0026166c710002c37a2c5d,0.0014454 BTC
b221d23546ddba616d33055d7e0ed5695145f132d6c055bb1008e6da7eef86f4,0.0014454 BTC
fe0e9474f5465a04c0353f94a5bc4e33a67246df7c481bd162e40a6c0b030610,0.0019454 BTC
d936de5a7f388712dd830ae3d8e224cc44978b08fc142757fa6a3ae16afd11bf,0.0019454 BTC
40c4da72c76d2d57216765d88df8d25abdd42b619060a390f3b746b57e0b662e,0.0019454 BTC
5676c354f70ca92d84eb84c9b72ded21f20acd283f7b0f2538f042b862acb833,0.0021954 BTC
d46e80a49631baf80713e99c042618f3215ca71aa2ae86332062472aa4bb343b,0.0011408 BTC
5f09b85d290d2009e162fed42818a42651e1739cf7f6a3859ceeacd335ba4ec7,0.0013908 BTC
dcbb8e9a5765fad462e4cf04fbd9b3aeeae7f1c0cf9ed5d42894b563303759cc,0.0013908 BTC
b5a0f89142be759f7d6bc2a873e25be5622da1b3a8e1d8772ac85b17ce04f474,0.0016408 BTC
dfc2f50ebe7821a7d3ece4958bc7fd514f3f4cfd8b050a4622f12aa8a80a22a9,0.0013908 BTC
deb06c49e235f551723aac3a87e6c38e9e81a3a90ca6196d205ec69193e3022b,0.0011954 BTC
90809f2e95103f1ae1c8ce8c39b651ca8b65e6fd109efef4a400e172169e8c91,0.0041954 BTC
68f479e51ace7a44c1e121745858506f3d0f9e46ad4e211485d1e66f8e44801b,0.0019454 BTC
ce569350cf34a11fd8536c736da5047efe2b76e6e29c4a864b3e508add62665d,0.0011954 BTC
40791ed44eb78f8befe58a732213bbc4ad7315b67b960502eee3dbbfabafab62,0.0019454 BTC
0c2c9dfd4524de681c507ae5de4daae6a5026d5292ff98b6bb8fa49684f2ecb9,0.0011408 BTC
4a5ea4b402f8109cb4d800720afb84f4af90e3f545279bc30f3dbbf3ccecb242,0.0019454 BTC
f41cf95f70bd17f567a5446a831bcd51aa85db93124c78c77470ade68b200010,0.0023908 BTC
240c0e09a18ac1bdb0d4a3c82585fd43be68ed2e96c009bebef653e5068aa9f3,0.0014454 BTC
ee877fc8cb46a64e12e6b4294a070485b4dd9ac1139833250a56f2ddaa3c7522,0.0031408 BTC
b3e9900bd886e0669600c20e5b8a68c9e71b0fe905ef54898b01ee9ba2608738,0.0014454 BTC
9f93cd498d886675a19c567ea98ce2e9a4cdc3ca66db9983e9d01b70a6e7a9d9,0.0019454 BTC
81213c0aff1f71957d34c7ac216986023bfd8081f7e099bd8c0d44cdf1e50bf8,0.0014454 BTC
fad3ba8a17de0625f6eb6a7e7bad9fda24db27c21ffb20b312e98deb6eb13309,0.0014454 BTC
5ac23ac11bd387a72127cddb6b85773c24588d40b41e6ec84c0618ea568f6ba5,0.0026954 BTC
6b1a0639052d224b2ed2bab8091325d6cd67be8f2ff1b9fb8330689060d53a1e,0.0019454 BTC
c00fab668442f262abbbe2f689e75e7adf1d93d5205aa6533f769fcd19124b9b,0.0011954 BTC
f161ff941feaa1bd44f00559a475fbbb5592fefea18f3f7f257ee748972ed93e,0.0016408 BTC
a432f93b36d06f32dfd4fee86307f0615c20f6940efce9fe295ba8f623b91418,0.0011954 BTC
799733b57bef99825bf8ef497869268800b4d10badb54a074dd138699cd8683c,0.0011954 BTC
da2729fd92b82aa3438461cb00603764d683e00c1e67581c0a9e1dc7d25d5dfe,0.0019454 BTC
6a5f0d5256b573ecdb1854099bb8e7b1e06d86c332d40766c3f65e6e2b9d04d0,0.0011954 BTC
1a63526d997deedecb1fa341bd8096b3e90416d505ae73e0aa27b21e2295d1c5,0.0014454 BTC
b3008bbb48846a50aa1d7f1fcf23ae7ffb54f51b456e40a4d9d4b1be2df47a70,0.0013908 BTC
daeed4be52ab51f12a409a97770493a5a67f414a2189a23d23161ef52a320ebe,0.0013908 BTC
2725783ceb01160c0ea8e286c2c41e86ff40c22e15251641e86a9f8e31d890a6,0.0013908 BTC
2290a9fe512e5b36af44684c0dc0c234e393d72579713b42e1d807f586e1746a,0.0013908 BTC
8e6353a97507435195ac14166c5a3e2d7e54e39613e144246041c7f95a7872e1,0.0013908 BTC
77a5a80e1eb546a3d8013858be8cf7e068568338b3ae5a5efabed13ab0b270ba,0.0013908 BTC
8f8f10dc97f2639f4957ba6951cf34f740e91815db3dfb15c7620ccebbbde3fd,0.0013908 BTC
b84b82e90f76cd337fa4f0547cb71e5ec73a85571a13ff4352bd1279133dc0c1,0.0013908 BTC
cbe21a4cdb9259f906e07eddda4f14f7239b8ba90b30e811fdff2539fed058d5,0.0016408 BTC
1778ed75923400d5ddea39050918240427322a2f21f267b9d13c416ea19dfc5f,0.0013908 BTC
843370c1cf004d7cb3c7c6f54d4f92c47805759fac280f8a45b7ab9ecfc1ebc5,0.0011954 BTC
b09d7534d7730f296b16774c3b6ac676c90bc6b6ad9cb8437a9ad2e634061024,0.0011954 BTC
bcc38959b1ee12a7ed409f69f7556d986be9b24cb83bf6ba7d4bd15e75ad8100,0.0026954 BTC
f9cd47ce5eb24d6d45f2c13e9ae4b31c23bdd3ec6dd923eb3e0e89b4443f4169,0.0014454 BTC
a269ad2de0801a7378bc085ee7bd78513eb1f0e0beec774226382143d9aeba4f,0.0009454 BTC
e1041b2482bf54be772fe1405edbc3df7898c32c1a13a81cd3fddd7c34848dd2,0.0033908 BTC
9d92a46833dff0eb19866b96712d8cc4e2ab8c0f036d7bf5f97f214a32df2196,0.0009454 BTC
6739ced950a97761596675fd3013cd3f082bba9868243dbe6e08ab9caf396506,0.0019454 BTC
c4922b8423209c33a8c58039722f3f2a90b04df245ce526cbf8ff9185e5189f7,0.0016408 BTC
f1739fa5cd592afc39b924d29b4910e1b5576fa97cd7e336de0bf589e5f0ccd9,0.0011954 BTC
042e7abe6b7bfb700525092d6c7176c023de28b4b797c52199f632393a6e7323,0.0014454 BTC
98f77e0b9b8f9a15f88b127633eb35aec392d4eb32f1e000a052b702ed2214b1,0.0009454 BTC
d8d72b78b9a339bf39c7eada09e891da3e113943a9ae7b7f5594ba5eefd316a7,0.0011954 BTC
bc952b5fd87421000a175057ae35713714f065817bba0d5531834dc6c83fc90b,0.0026954 BTC
c6950b6405c3df5082a811fb3f9d7572547a806623dee949ddb06537084766c7,0.0011954 BTC
dfbea67025e62f03ce018d68c2672eac3fc6f85a1ec7530d837be62b70679b8d,0.0009454 BTC
e77182d7cd6be9085d18359e4c72e0e48c172086d162ff8cab27f2eee0bc4714,0.0026954 BTC
93c8671d74f5d4b8624e2dbc5552c318fe018f7165edbee294d21e55bafa10e1,0.0019454 BTC
5cce7e25ee5275be53ae7dace533a3a2adb2d8a73c68e6dc942d0ded45d1438c,0.0009454 BTC
f8f769d8988cdb8594fb6b8140438768272c046829405be4c3f314bbf5d1d8a9,0.0019454 BTC
3599ba2a7e99556d38ba94daa87175bdbe78b40b60b4c6f7bd25c247851d05df,0.0011954 BTC
994b7fcc7052a0ed7417c61bdbfc3985e02fd97601f7108a77e09701fc6f1983,0.0024454 BTC
34b84c2f7028ffb74f0bc7544ee99f9a7852b8e1a65819622edf5690c0cb0c87,0.0009454 BTC
092dc9f7394f59753a22c8cc13a0c61022eb4592b844691fbd04ad12f1d2259c,0.0019454 BTC
50a6a99ce9093d8b13ab4e59fc701c28c7e7b6f5a5f1460c9861920b45d60010,0.0009454 BTC
bd1defe213d8d609709df0ff518806e3a39bf47f151986cb2cbdf873bd677f59,0.0009454 BTC
a99b47456d6cb35b8e7fb5489b43b157d1c261b0afe7e6ea0d0f1b618677fc93,0.0011954 BTC
1fa3dde60a9c7ff888e1bc5d786543b18e0dec0ee7fa803cf95a647a87637950,0.0011954 BTC
67b4eacc595c41fd81ad47246f1b26800afe3cd021275347dbb908860b99b168,0.0011954 BTC
ea237910c7628c31d720b38bb2df5c70eaea3f5fbef34e47fb851c84a77fe917,0.0009454 BTC
9d94965d6057460624a1156c22c3fc3776d273d7211d3cb763fa2750a23f3e5f,0.0011954 BTC
8355bc6f9f985720def0fae6294580d59e15d8e60370b3cdac9a54cd0394cfce,0.0029454 BTC
dcb19503c9ef6393c7d68e88b0b18fd43aaa2cc1ad936ef60cca3e1c5c55a446,0.0011954 BTC
4f46b72b9c5602b89fdabb75ee311e3e301acd54ee1493200dab2c974fe7d870,0.0011954 BTC
69b7a0e6aa051fb471f97a640176475839583871cba73b2d0c2e87d8423dfd9f,0.0011408 BTC
51fc28936d6d8d3c25a9ecd2a9a13ba85de9d7962795e785b7933c7daf41eada,0.0011954 BTC
c44544a035aaf3ead8cb36502490b47a557f1cb5017234a7184fbc759c2b7509,0.00220802 BTC
95f1129f059b117d164e4b50bc38a7147f3fad2b09b519f5a3a0e0d52d08820a,0.0013908 BTC
aadc80b9bfe497e9a3b3bb1da42e27549d0a5d4dd775b560e980f9c68ff08f4a,0.0013908 BTC
f926eb99e8cb450913cfc6342e8a62471a78b696b3fac78699afae77b2543482,0.0011954 BTC
24e37aef287239bf888bf76653935bde309d85b0b3a540c8a27b1ed9a83e17ae,0.0014454 BTC
c4e6561f4ebd5548c8ba785ddebac50e089789946d7960ccae559f0fd242cf6b,0.0018908 BTC
764d53aa2bf629b350e51cfe628456288e0cec24b917248808f9eb1fe8e2a732,0.0016408 BTC
9b3f2de25ba8b359578ef26e6738a40f87fedeffb2927204a36a5afc9ea1f92d,0.0041408 BTC
a3c43759169c8d40e169b9c4100866c1d05f88f17ca57781339c9af873a7a8dc,0.0011954 BTC
db2cdab613cbd4b5d738dd672f00b0f96b2f3eef34f8edff545afa3659c2eb7d,0.0009454 BTC
718e89e1cccb449e3c6ff0542f83a2abe1d65214a835051a320e7d61a4517dd6,0.0009454 BTC
deaa93ac870aaf7e518ac6d12fa0c9f7ca5fbe43d36463b7545b09ba166bdfc5,0.00095075 BTC
432337992c4fa4acf8eaa2cacb7854887ab48f3b9ea282ea00d2ddfb8e3a1042,0.0009454 BTC
e5e7c66995aea97fa8a5f819845da180948112d8b080f8a9b62ed1747e82aef9,0.0018908 BTC
0aa89e0593ac616e9fe912e9104053352e2d36ea28351aad52a21adfa23eaa5b,0.0011408 BTC
0b26b1f128baa724f335b7a43166605914e735d3d3db0d48198808b4437ab179,0.0011408 BTC
217d035122eb4bbf6278808a72dd4bfbc5e9a72869a300e705f4c8a1db64106e,0.0013908 BTC
fc10308ccfa7bad80881bc2d5da1425949dc129448f7e3d1ecedbc409986131c,0.0008908 BTC
08139e33348c6aac49f566de57b91d6b389c942d3a6d4d33f3afcfe341b0dc12,0.0008908 BTC
cece401190d9ceb46491c7788618f4657241f97e6d67c23a36de2926625a49ca,0.0011408 BTC
5c76514aff4d318d19ae71c2d29af00f8b7ac732ae0ac89e0d04fa84eec2416a,0.0008908 BTC
2f5f420935d12587a8b878697101ae58cffcf058884fbf28bc389891b0fd63b9,0.0009454 BTC
ad5dc46c2e704a0e36a56b89947e97c4ef98c5027d56b77f7ab6adf7f7d371c5,0.0014454 BTC
e4a06e527d067ffe1b4343ac9aa3da13daf1c2cec93b13173f338eca2a40f93a,0.0026408 BTC
5613f7f61e227f1daf6cc9800fc1f59a08a793fbdcc14f4b384e7e812c3b91f9,0.0009454 BTC
96c4ee122155b22b199d370b08dfe45451f934a00e628d72592781c06ca0bda3,0.0016954 BTC
350dc1234f0d1de4c585f61fedd0d259fd5dffc57491180c6a2726295371c7bf,0.0014454 BTC
b660de4ebf9a989350e43aa7e8e1426b23ab470c70f8fd36a0e6273efecacce8,0.0013908 BTC
9b6c68b44591b4df2f3bd210212ddf81d84a5d3256be3f5dc0a184afb917106e,0.0018454 BTC
af726881a2952adb85c8a887d4493e7eec9942b38b101b148879b1192476a41e,0.0011408 BTC
060e98bc1ffeaa2922d354edc9e8dd578e93bf53bd65a28383d5a35c2dc1c38a,0.0016408 BTC
d3e78ce9be2012a0850e8ffdcf92d876a7f2f0e1123a7b07ef996fe4f3f05a3b,0.0006954 BTC
3bca8a2259c749061a097362ac5efdc87d474c99c51c60f9c1af2d72844c50fe,0.0009454 BTC
023a1614413cf32f38fdf14b473f0a9188d57f410deb2caa63507a9d6a81e48e,0.0009454 BTC
0e7af4c796985763fb55590c016b8da3cce3c0045d3788a8ef0b9bea8eb48b49,0.0011954 BTC
a0002eff18bf8987876736b3966d0f5d185c0ae9d774cb6cd1db90de3a4963a0,0.0016954 BTC
403b9c26d2e4ef6c1bc6a339345d9550ed44016a02a0912462beb2282c6dbac3,0.0014454 BTC
f314e9e8d5fc34c506761664417314ed3905b689e4bdefce6ae7d35af5d4c2a0,0.0019454 BTC
6de5eaebeff11b9381538e0fcc79e300b19155363e0233c477f9a17455a1184f,0.0011954 BTC
c325b2722ff8eee6df064c909b12e1af88b362d86e7077793b0256cfec265e92,0.0018908 BTC
de145e847646ad792f350c577fbfb7fb82dfff5874dbda7d0d09d3a0289b2cc8,0.0011954 BTC
135d523810eb73fb7b38dd45fc0f63aa3ee1a76316520107256d0bbc9ff6293e,0.0026954 BTC
71f88ee70e9e2862eaab83ad0294df041b4764b3889c44492839cbd3c82d7110,0.0021408 BTC
a8976089b3ac58b9208420b18011bd322422f881ff12fbb933d03cc1596274e9,0.0013908 BTC
e5e70bb8214441e2b8410aaa7a05aa7f3440d2bde1bbfc2dc6bbaf285178f249,0.0013908 BTC
e462c9aa5e08923ec48ad57f7df8d431c28b737593ca778e6c733111affef7cd,0.0011954 BTC
4866029c086e45ea41cd54dec12e3c705efa3a4aec5b6df43fea5c0d56e2d6d8,0.0011954 BTC
6ba0a44a917c3b7087cac4d2696927306ba9bb150088a9ce3bb90755ab7e7bac,0.0016408 BTC
e9f7bbf0c217f26e1b415ce6a117418a5f952ebebae8cfabff7e24974f2f7126,0.0016954 BTC
0127427253d0b442030754ae4dd9e729de8f64f0feef27627df8473c2ac60a32,0.0011954 BTC
4648cf897f096c6c74fae20d7cb71d7b36acbc44d1165fc4ea1fd0c070c961d6,0.0011954 BTC
68f9cd6dc902d65234a4c7a711ff01aff71d1f5acd94525acca6709567a07e6b,0.0031954 BTC
73e2598bb7af6baabada89f863cdf67261d1c4c0f20e11aa2d4924361860d7dd,0.0006954 BTC
